run_id,case_id,scenario,scenario_case_id,status,policy,controller_sweep,run_dir,mean_latency,median_latency,p95_latency,p99_latency,controller.lp-wrr.lp_ewma_gamma,service_class.classes[1].scale_beta,breakdown.service.drop.class_0.dispatched,breakdown.service.drop.class_0.drop_rate,breakdown.service.drop.class_0.dropped,breakdown.service.drop.class_1.dispatched,breakdown.service.drop.class_1.drop_rate,breakdown.service.drop.class_1.dropped,breakdown.service.job_size.class_0.total,breakdown.service.job_size.class_1.total,breakdown.service.latency.class_0.count,breakdown.service.latency.class_0.mean,breakdown.service.latency.class_0.median,breakdown.service.latency.class_0.p95,breakdown.service.latency.class_0.p99,breakdown.service.latency.class_1.count,breakdown.service.latency.class_1.mean,breakdown.service.latency.class_1.median,breakdown.service.latency.class_1.p95,breakdown.service.latency.class_1.p99,breakdown.worker.drop.worker_0.dispatched,breakdown.worker.drop.worker_0.drop_rate,breakdown.worker.drop.worker_0.dropped,breakdown.worker.drop.worker_1.dispatched,breakdown.worker.drop.worker_1.drop_rate,breakdown.worker.drop.worker_1.dropped,breakdown.worker.drop.worker_2.dispatched,breakdown.worker.drop.worker_2.drop_rate,breakdown.worker.drop.worker_2.dropped,breakdown.worker.drop.worker_3.dispatched,breakdown.worker.drop.worker_3.drop_rate,breakdown.worker.drop.worker_3.dropped,breakdown.worker.latency.worker_0.count,breakdown.worker.latency.worker_0.mean,breakdown.worker.latency.worker_0.median,breakdown.worker.latency.worker_0.p95,breakdown.worker.latency.worker_0.p99,breakdown.worker.latency.worker_1.count,breakdown.worker.latency.worker_1.mean,breakdown.worker.latency.worker_1.median,breakdown.worker.latency.worker_1.p95,breakdown.worker.latency.worker_1.p99,breakdown.worker.latency.worker_2.count,breakdown.worker.latency.worker_2.mean,breakdown.worker.latency.worker_2.median,breakdown.worker.latency.worker_2.p95,breakdown.worker.latency.worker_2.p99,breakdown.worker.latency.worker_3.count,breakdown.worker.latency.worker_3.mean,breakdown.worker.latency.worker_3.median,breakdown.worker.latency.worker_3.p95,breakdown.worker.latency.worker_3.p99,breakdown.worker.utilization.worker_0,breakdown.worker.utilization.worker_1,breakdown.worker.utilization.worker_2,breakdown.worker.utilization.worker_3,outcomes.dispersion.service_latency_mean_max_gap,outcomes.dispersion.service_latency_mean_stddev,outcomes.dispersion.worker_latency_mean_max_gap,outcomes.dispersion.worker_latency_mean_stddev,outcomes.dispersion.worker_utilization_max_gap,outcomes.dispersion.worker_utilization_stddev,outcomes.job_size.total,outcomes.latency.mean,outcomes.latency.median,outcomes.latency.p95,outcomes.latency.p99,outcomes.queueing.avg_global_inflight,outcomes.queueing.avg_queue_len,outcomes.queueing.avg_utilization,outcomes.time.drain_time,outcomes.time.sim_time_total,outcomes.time.wall_time_total,outcomes.traffic.completed,outcomes.traffic.dispatched,outcomes.traffic.drop_rate,outcomes.traffic.dropped,outcomes.traffic.throughput,error
76,76,std-0.55,8,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0076-20260313-061748,68.60479977391218,35.46666666667443,239.04328934328805,348.66230559294183,,5.5,32703,0.026786533345564627,876,73706,0.01742056277643611,1284,50797351,115588740,31827,98.3627464502285,70.93333333334886,328.97651895830063,368.21788663821286,72422,55.52719671314171,35.46666666667443,174.8004430484104,323.0011377114255,36853,0.012726236670013297,469,42407,0.02598627585068503,1102,21203,0.025609583549497713,543,5946,0.007736293306424487,46,36384,37.034178491561754,23.64444444444962,117.848427945812,249.06218389642837,41305,70.57634311517863,35.46666666667443,279.6662584382338,332.78203678905265,20660,104.084428268986,70.93333333334886,315.2385179944683,366.40553535613697,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.35544843899780354,0.6052855713831132,0.6055047331684889,0.2593769256707001,42.83554973708679,21.417774868543393,88.21837760740175,33.507149072328765,0.34612780749778876,0.15281397534657154,166386091,68.60479977391218,35.46666666667443,239.04328934328805,348.66230559294183,20.638620793353947,6.265644823276227,0.45640391730502644,283.18641241663136,605083.1864124166,5.608178834983846,104249,106409,0.020299034856074205,2160,0.17236937830687832,
74,74,std-0.55,6,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0074-20260313-061747,81.11067669325061,35.48888888891088,317.4068558495681,359.46894892851765,,4.5,32703,0.043329358162859676,1417,90757,0.025133047588615755,2281,49933879,141211606,31286,124.04088545401795,84.89160705082759,335.31238829948416,369.31615072193966,88476,65.93012477759702,35.46666666667443,267.793411527593,335.7255718664237,45379,0.014742502038387801,669,48090,0.04146392181326679,1994,24045,0.04113121231025161,989,5946,0.007736293306424487,46,44710,39.22707094892446,23.64444444444962,139.16354296183846,271.57231826116373,46096,93.35414474214093,35.488888888881775,324.6637269327766,333.6588761225532,23056,126.55672202433436,70.93333333334886,356.3851496059506,368.10989581216126,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.43678016767135736,0.6754812063788868,0.6757150819560913,0.25937236622222803,58.11076067642094,29.05538033821047,87.32965107540991,35.424402609376074,0.4163427157338633,0.17536203367217812,191145485,81.11067669325061,35.48888888891088,317.4068558495681,359.46894892851765,27.18449700307792,8.443026081321886,0.5118372055571409,293.8230336185079,605093.8230336185,6.461139683000511,119762,123460,0.02995302122144824,3698,0.1980191798941799,
71,71,std-0.55,3,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0071-20260313-061745,130.43917162263915,70.93333333334886,344.8586135462159,366.1363700110744,,3,32703,0.10641225575635263,3480,129268,0.04277160627533496,5529,46641252,197492887,29223,189.41763354082508,145.8504464190337,360.1150551769533,370.35389638761,123739,116.51043781490553,48.55657216516556,334.8187193251812,363.6279216708251,64634,0.009716248414147352,628,60927,0.09122392371198319,5558,30464,0.09115677521008403,2777,5946,0.007736293306424487,46,64006,43.10837999466604,23.64444444444962,148.491655315971,261.0413232637068,55369,187.75772281996962,193.79143252363428,332.24859718420777,334.7904643220187,27687,218.80644938060283,222.07774264249656,365.76349496848127,369.7968581657865,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.6252865842555474,0.8113663166792554,0.8114386195544591,0.25937249935300993,72.90719572591955,36.453597862959775,175.69806938593678,67.15846924886019,0.5520661202014492,0.2253671373092213,244134139,130.43917162263915,70.93333333334886,344.8586135462159,366.1363700110744,49.896771644306696,15.435769366121097,0.626866004960568,293.5124509084271,605093.5124509084,8.722337308019632,152962,161971,0.055621067968957404,9009,0.25291335978835977,
75,75,std-0.55,7,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0075-20260313-061748,76.3677057573649,35.46666666667443,303.8891862311633,356.1911353414923,,5,32703,0.0361434730758646,1182,80758,0.018895960771688255,1526,50308966,126457747,31521,116.69000208377363,72.5265678227297,333.5367528150091,368.7969664611154,79232,60.32621870030804,35.46666666667443,214.48633649904585,331.5138786099834,40379,0.009683251194928057,391,44757,0.03393882521169873,1519,22379,0.03360293131954064,752,5946,0.007736293306424487,46,39988,38.16241891345387,23.64444444444962,127.98223532972045,252.493041310671,43238,84.42324845958397,35.46666666667443,320.321370329331,333.2954276699113,21627,117.56744857607926,70.93333333334886,350.28233120292145,367.18528905684946,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.390652642228577,0.6336047058063303,0.6338386012639918,0.25937404953964965,56.363783383465595,28.181891691732798,87.09013718550963,34.32796447715867,0.3744645517243422,0.16118148235413796,176766713,76.3677057573649,35.46666666667443,303.8891862311633,356.1911353414923,24.12852874556015,7.428058980618891,0.4793674997096372,289.89602173806634,605089.8960217381,6.033128780021798,110753,113461,0.02386723191228704,2708,0.18312334656084656,
80,80,std-0.55,12,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0080-20260313-061750,65.83183381039935,35.46666666667443,226.59303280761287,351.3803552858444,,7.5,32703,0.02131302938568327,697,50714,0.007769057853847064,394,51083039,80312984,32006,90.37795487842348,70.93333333331975,325.32432853316277,367.2415454864008,50320,50.219291065900535,35.46666666667443,140.8328262410883,316.04605873258174,25357,0.004022557873565485,102,34743,0.01819071467633768,632,17371,0.017903402222094297,311,5946,0.007736293306424487,46,25255,33.86191336494237,23.64444444444962,94.1730326731718,212.03867207359036,34111,63.52645799159918,35.46666666667443,274.9265184990436,332.65290833307665,17060,97.21851340609571,70.93333333334886,303.764963506667,365.331588416273,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.24672238756635873,0.49985820442734613,0.49998950708635076,0.2593737627829934,40.158663812522946,20.079331906261473,91.39064273402113,34.43968177420677,0.25326711951999203,0.12351891384084371,131396023,65.83183381039935,35.46666666667443,226.59303280761287,351.3803552858444,16.47324885814642,4.846542071759953,0.37648596546576224,290.5649928532075,605090.5649928532,4.328355245001148,82326,83417,0.013078868815709029,1091,0.13612103174603174,
70,70,std-0.55,2,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0070-20260313-061745,205.60341203115385,242.88556732586585,357.7534676703217,368.3304510783221,,2.5,32703,0.17457114026236126,5709,158886,0.09595559080095163,15246,43083649,229255773,26994,217.2493998092315,268.48710315029894,363.6685883017344,370.5437889264204,143640,203.41480304980163,240.23946418467676,355.98677319973643,367.5038063525356,79443,0.034175446546580564,2715,70800,0.17151129943502824,12143,35400,0.1709322033898305,6051,5946,0.007736293306424487,46,76728,153.93349938986407,127.46922866540626,319.052315072746,322.41571990010385,58657,245.99543804331816,317.1523257568988,334.0692548778723,335.1564046474546,29349,276.11089226370956,342.3769449623069,368.33948653632547,370.3569003169169,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.749532146113702,0.8595044693235006,0.8601037769240143,0.2593593286443683,13.834596759429871,6.917298379714936,150.85833616474605,62.48466516857485,0.600744448279646,0.24820075412698045,272339422,205.60341203115385,242.88556732586585,357.7534676703217,368.3304510783221,86.63887801491735,29.10168120299182,0.6821249302513963,324.24013051448856,605124.2401305145,10.92221236199839,170634,191589,0.10937475533564035,20955,0.2821329365079365,
83,83,std-0.55,15,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0083-20260313-061753,67.9228700627821,35.46666666667443,236.4441012540483,354.71811588060694,,9,32703,0.01972296119622053,645,39735,0.007373851767962753,293,51166045,62951243,32058,89.36657316549832,70.93333333331975,325.67452904596865,367.0900947349303,39442,50.493676967430005,35.46666666666715,143.23816368930758,315.3142226378733,19868,0.0023656130461042883,47,31083,0.018144966702055787,564,15541,0.018081204555691396,281,5946,0.007736293306424487,46,19821,34.266605519034385,23.64444444444962,98.94912658049725,211.9580155411967,30519,63.92488825713987,35.46666666667443,290.0200601489516,332.50913346189657,15260,97.46874677539992,70.93333333334886,322.26892678580606,365.2997295172215,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.19363467987266678,0.44721787917748207,0.4472321560731342,0.259371539395948,38.87289619806832,19.43644809903416,90.98595057992911,34.288100108706196,0.25359747620046746,0.11278167860860035,114117288,67.9228700627821,35.46666666667443,236.4441012540483,354.71811588060694,16.102860377150115,4.784463955382534,0.33686406362980775,295.75195564271417,605095.7519556427,3.700441156019224,71500,72438,0.012949004666059251,938,0.11822089947089948,
82,82,std-0.55,14,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0082-20260313-061753,67.6509616525877,35.46666666667443,248.38602855660295,353.57553459645015,,8.5,32703,0.021282451151270525,696,46603,0.008368559963950818,390,51084647,73758038,32007,91.44588560639943,70.93333333331975,325.78330109207303,367.63420710577515,46213,51.17066106639653,35.46666666667443,143.55373969125807,317.21116339273135,23302,0.004248562355162647,99,33372,0.01875824044108834,626,16686,0.018878101402373247,315,5946,0.007736293306424487,46,23203,34.60247361830372,23.64444444444962,94.51170834535587,216.36832549897835,32746,65.16230849423133,35.46666666667443,297.2361049967076,331.9769312218734,16371,98.71003543851468,70.93333333334886,330.0031704141438,365.64672844763845,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.22668522505586627,0.4798754557657515,0.4798163804569241,0.2593844124388108,40.2752245400029,20.13761227000145,90.65008248065978,34.18873506659679,0.2531902307098852,0.11896860610543906,124842685,67.6509616525877,35.46666666667443,248.38602855660295,353.57553459645015,16.64687413310468,4.964718936776537,0.3614403684293382,265.72153292852454,605065.7215329285,4.0605081809917465,78220,79306,0.013693793660000505,1086,0.12933201058201058,
85,85,std-0.55,17,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0085-20260313-061753,67.35251568940461,35.46666666667443,208.33016657829282,354.72120370881873,,10,32703,0.018285784178821516,598,36835,0.006922763675851771,255,51241058,58383379,32105,86.92133911623512,70.93333333331975,317.69943251616786,367.54877964525247,36580,50.17763662657265,35.46666666667443,143.59580152529526,306.4280146025005,18418,0.0020631990444130743,38,30116,0.017000929738345067,512,15058,0.017067339620135475,257,5946,0.007736293306424487,46,18380,34.48821978264624,23.64444444444962,98.30963651596974,216.4641026831178,29604,62.12477871620215,35.46666666667443,231.39141704940099,331.5635209235287,14801,95.5396277564614,70.93333333334886,263.468151836365,365.83764449803857,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.17955930024024974,0.4338144495442754,0.4337845641472207,0.2593743142976231,36.74370248966247,18.371851244831234,90.76433631631726,34.19954776434563,0.25425514930402565,0.11081936291657431,109624437,67.35251568940461,35.46666666667443,208.33016657829282,354.72120370881873,15.737093387787972,4.6332940262877855,0.32663315705734225,289.2783723959001,605089.2783723959,3.556574410002213,68685,69538,0.01226667433633409,853,0.11356646825396825,
84,84,std-0.55,16,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0084-20260313-061753,68.41794013755572,35.46666666667443,241.10657183126892,357.39702562305257,,9.5,32703,0.01941717885209308,635,38602,0.00992176571162116,383,51181999,60999272,32068,89.59794279875126,70.93333333331975,325.59455947480745,367.9603055034647,38219,50.64666602417706,35.46666666666715,141.8844224553875,317.9099682673736,19301,0.006061862079684991,117,30705,0.018661455788959454,573,15353,0.018367745717449358,282,5946,0.007736293306424487,46,19184,34.11065319513464,23.64444444444962,94.45043182241788,234.61628244615684,30132,64.16164891510033,35.46666666667443,282.456647316851,332.6709863913752,15071,98.34809245963959,70.93333333334886,318.33148268466175,366.47164976420754,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.1874112365540726,0.4415456540401012,0.4416918656033503,0.2593708755957341,38.951276774574204,19.475638387287102,91.14190290382885,34.42475439132099,0.2542806290492777,0.11204065801866817,112181271,68.41794013755572,35.46666666667443,241.10657183126892,357.39702562305257,16.271271299347873,4.847163593015917,0.33250490794831455,297.30055931175593,605097.3005593118,3.6351197569747455,70287,71305,0.014276698688731505,1018,0.11621527777777778,
81,81,std-0.55,13,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0081-20260313-061753,68.09355002847553,35.46666666667443,252.55149337116126,353.8167544305563,,8,32703,0.02167996819863621,709,51610,0.018329781050184072,946,51063897,80862003,31994,92.87209905374272,70.9333333333343,326.0817957682506,367.8962983584893,50664,52.4460508670513,35.46666666667443,162.18844899480752,319.8914446793102,25805,0.013834528192210812,357,35041,0.024000456607973515,841,17521,0.023457565207465326,411,5946,0.007736293306424487,46,25448,36.18068239368869,23.64444444444962,115.18572402221157,249.67018523555424,34200,66.14036263422547,35.46666666667443,293.686255544165,331.97645193480423,17110,99.75220161453805,70.93333333334886,323.59927269973406,365.6776652936695,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.2486180246062458,0.5011829941905195,0.5014753683068919,0.2593844124388108,40.42604818669142,20.21302409334571,89.07187370527481,33.67769513733542,0.25285734370064605,0.12372259438060815,131925900,68.09355002847553,35.46666666667443,252.55149337116126,353.8167544305563,18.727337421275486,5.730836288591321,0.377665199885617,265.72153292852454,605065.7215329285,4.293112387997098,82658,84313,0.01962923867019321,1655,0.13666997354497354,
69,69,std-0.55,1,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.55-case0069-20260313-061745,257.9585896302052,315.1799042102648,361.49577741648534,369.21640865661084,,2,32703,0.2417209430327493,7905,197112,0.21135699500791427,41661,39578729,248106677,24798,219.6397647858161,272.28115195050486,366.15098244463735,370.82697845375685,155451,264.07132109215246,315.7073494301876,360.454398367845,368.70732014629175,98556,0.15694630463898698,15468,83542,0.27195901462737304,22720,41771,0.2712886931124464,11332,5946,0.007736293306424487,46,83088,242.17030202982897,308.70784097953583,322.4364808980739,323.39074168571125,60822,270.993452526272,323.69679191856994,334.5009634490387,335.2604778726163,30439,300.73188727171157,351.441334729956,369.2511853438453,370.63017026532356,5900,125.2525560989635,106.40000000002328,352.16286078082936,397.41974475319216,0.8116383406286933,0.8912027773514742,0.8920224113702296,0.25935199100210027,44.43155630633635,22.215778153168174,175.47933117274806,66.54311179862859,0.6326704203681294,0.26425842692605067,287685406,257.9585896302052,315.1799042102648,361.49577741648534,369.21640865661084,124.67308922394099,43.75422840110524,0.7135538800881244,341.36043556651566,605141.3604355665,14.024114211002598,180249,229815,0.21567782781802755,49566,0.29803075396825396,
96,96,std-0.68,11,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.68-case0096-20260313-061757,69.44561100233669,35.46666666667443,284.90788722274016,347.8180425248843,,7,32703,0.029844356786839128,976,56389,0.011190125733742397,631,50637721,88992309,31727,103.71055558553479,60.79999999998836,330.64087888477354,358.3303770257521,55758,49.94842859279677,35.46666666667443,146.81573304624723,322.7705185753468,28195,0.004575279304841284,129,36494,0.02501781114703787,913,21288,0.024896655392709507,530,3115,0.011235955056179775,35,28066,32.87042905190921,22.400000000023283,89.5991759608005,218.53714314628505,35581,69.93365901309747,35.46666666667443,313.76881904460606,332.7818127352977,20758,93.70961054860047,60.80000000000291,335.20886301774,356.85692719755053,3080,233.5630518362569,212.79999999998836,450.3482287304883,498.7098271279264,0.2597611338627808,0.5214158092729434,0.5214758165938761,0.2708122676510813,53.76212699273802,26.88106349636901,200.6926227843477,75.93232059188388,0.26171468273109527,0.12813913954222236,139630030,69.44561100233669,35.46666666667443,284.90788722274016,347.8180425248843,18.643537017914067,5.772830332689804,0.3933662568451704,271.67845312086865,605071.6784531209,4.615366290003294,87485,89092,0.018037534234274684,1607,0.14465112433862434,
90,90,std-0.68,5,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.68-case0090-20260313-061755,87.41613581066359,38.24105019378476,325.2273645255598,353.244288990518,,4,32703,0.06109531235666452,1998,99182,0.030771712609142788,3052,49006565,153427702,30705,148.86093837952896,81.0428162596072,340.91469396062314,359.8674693998799,96130,67.7899768293153,35.46666666667443,295.15647220278044,340.7720775112694,49591,0.01764433062450848,875,50008,0.05227163653815389,2614,29171,0.0523122278975695,1526,3115,0.011235955056179775,35,48716,37.435161873811026,22.400000000023283,128.27145072574058,271.8367436773623,47394,105.44191653998932,39.956525455643714,327.3126738133316,333.9946607075663,27645,128.30695776990459,60.83809523808304,350.1764784546278,358.74129399056085,3080,233.5630518362569,212.79999999998836,450.3482287304883,498.7098271279264,0.4508703866472864,0.6945066302570203,0.6944679635494588,0.27080422180776687,81.07096155021367,40.535480775106834,196.12788996244586,70.42967767074623,0.42370240844925344,0.1785596750529546,202434267,87.41613581066359,38.24105019378476,325.2273645255598,353.244288990518,31.916343784357583,10.215468021382264,0.5276623005653831,289.65569101739675,605089.6556910174,7.092594873014605,126835,131885,0.03829093528452819,5050,0.20971395502645504,
95,95,std-0.68,10,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.68-case0095-20260313-061757,68.68823577947576,35.46666666667443,277.25076658376173,347.4951347163435,,6.5,32703,0.030761703819221477,1006,57628,0.014697716387867009,847,50589854,90625042,31697,102.71345359942332,60.79999999998836,329.9427369752549,358.6296162132407,56781,49.694253122620864,35.46666666667443,147.20008582354058,324.53036587128855,28814,0.00666342750052058,192,36885,0.027870408024942388,1028,21517,0.027791978435655527,598,3115,0.011235955056179775,35,28622,32.73623514809496,22.400000000023283,89.59911928621294,220.74401474771693,35857,69.07992923921573,35.46666666667443,308.57230438626124,332.8592869028682,20919,92.9321659974881,60.80000000000291,332.3625292471201,357.068155346316,3080,233.5630518362569,212.79999999998836,450.3482287304883,498.7098271279264,0.26489509959778457,0.52543648915677,0.5254969331526628,0.27080002543903536,53.01920047680245,26.509600238401227,200.82681668816195,76.10703702744792,0.2606018335548782,0.1288264934373254,141214896,68.68823577947576,35.46666666667443,277.25076658376173,347.4951347163435,19.257198525423167,5.930057233950692,0.3966571368365632,299.03227547963616,605099.0322754796,4.706150041980436,88478,90331,0.020513444996734232,1853,0.1462929894179894,
89,89,std-0.68,4,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.68-case0089-20260313-061754,96.32918568124312,43.259339974938484,330.8742579423997,354.57471432439047,,3.5,32703,0.07938109653548604,2596,114379,0.02767116341286425,3165,48052126,177502450,30107,167.511482307715,129.30153873865493,348.2760082712716,360.03359617986365,111214,77.05926099070786,35.46666666667443,320.4297945552753,348.21987200657276,57189,0.01003689520712025,574,54807,0.05948145309905669,3260,31971,0.059178630634012075,1892,3115,0.011235955056179775,35,56615,38.862757013132835,22.400000000023283,135.95200919579653,263.86168506387946,51547,122.58497633433885,48.35198995380051,330.1193933308474,334.4499965336063,30079,145.4456559925067,70.6626783804968,352.99803131549197,359.28764819810283,3080,233.5630518362569,212.79999999998836,450.3482287304883,498.7098271279264,0.5239733011013762,0.7553595050131235,0.7556080119000478,0.2708026092736479,90.45222131700714,45.22611065850357,194.70029482312407,69.3185349194003,0.4848054026263999,0.20017513256959815,225554576,96.32918568124312,43.259339974938484,330.8742579423997,354.57471432439047,35.36016643776941,11.191920153383826,0.5764358568220489,293.2587867092807,605093.2587867093,7.909825896989787,141321,147082,0.03916862702438096,5761,0.2336656746031746,
94,94,std-0.68,9,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.68-case0094-20260313-061757,69.79959436397566,35.46666666667443,268.4886419014539,347.8136238952284,,6,32703,0.031342690273063634,1025,66403,0.010903121846904507,724,50559530,104826630,31678,106.6141867579932,60.79999999998836,330.937928512282,358.91988181765424,65679,52.043345671734805,35.46666666667443,168.13079168715626,321.99206675197934,33202,0.00460815613517258,153,39656,0.02493947952390559,989,23133,0.024726581074655255,572,3115,0.011235955056179775,35,33049,34.33289430335535,22.400000000023283,110.3754670954367,219.82977788954045,38667,71.89922702455546,35.46666666667443,311.3718467898577,332.35718722933086,22561,95.79848737413371,60.80000000000291,333.81102621363243,357.31908553869,3080,233.5630518362569,212.79999999998836,450.3482287304883,498.7098271279264,0.3058727705505489,0.5666245497271393,0.5667555226032407,0.27080535684257523,54.57084108625839,27.285420543129195,199.23015753290156,75.23602290280031,0.29595016576066546,0.13972663865854382,155386160,69.79959436397566,35.46666666667443,268.4886419014539,347.8136238952284,19.74043952939277,6.082477347486529,0.427514549930876,287.1195601616055,605087.1195601616,5.104417888011085,97357,99106,0.01764777107339616,1749,0.16097387566137566,
93,93,std-0.68,8,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.68-case0093-20260313-061757,69.24470150514381,35.46666666667443,250.80908490685636,344.20044853550144,,5.5,32703,0.03170962908601657,1037,73706,0.016240197541584133,1197,50540387,115727590,31666,105.96808274704532,60.79999999998836,330.14227966101316,359.025927295041,72509,53.20693253293273,35.46666666667443,169.64678982039914,319.69010341501905,36853,0.011369495020758147,419,41963,0.026856993065319447,1127,24478,0.026677016096086283,653,3115,0.011235955056179775,35,36434,35.18201101286585,22.400000000023283,111.82320615580173,240.49474239195115,40836,71.86681718033081,35.46666666667443,295.6495940096793,332.70820571138466,23825,95.5978108719388,60.80000000000291,314.80544504528496,357.014086915059,3080,233.5630518362569,212.79999999998836,450.3482287304883,498.7098271279264,0.337203390106172,0.5984129259095765,0.5985125108007519,0.27080711712529754,52.76115021411258,26.38057510705629,198.38104082339106,75.03920696549478,0.3277053936754543,0.149088426807904,166267977,69.24470150514381,35.46666666667443,250.80908490685636,344.20044853550144,20.90425621892885,6.500249039085039,0.4512339859854495,283.18641241663136,605083.1864124166,5.524948409991339,104175,106409,0.02099446475392119,2234,0.1722470238095238,
92,92,std-0.68,7,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.68-case0092-20260313-061757,77.06185615516145,35.46666666667443,309.4561776205162,350.34728334207466,,5,32703,0.04189218114546066,1370,80758,0.018190148344436465,1469,50008889,126548720,31333,125.68932479582733,60.80000000000291,334.3693914632779,359.22285718213533,79289,57.84551498655061,35.46666666667443,211.3908440115278,330.56924527223225,40379,0.008469749127021472,342,44190,0.03527947499434261,1559,25777,0.03503122939054196,903,3115,0.011235955056179775,35,40037,36.10095899223025,22.400000000023283,119.65471135607223,243.967178867399,42631,85.59682693703913,35.46666666667443,321.4699166234932,333.32331402236014,24874,108.98568897707491,60.800000000046566,343.98271218174773,357.9599789280037,3080,233.5630518362569,212.79999999998836,450.3482287304883,498.7098271279264,0.3705455095745636,0.624709884223559,0.6248574249408739,0.27080411424924666,67.84380980927672,33.92190490463836,197.46209284402664,72.76411582741123,0.35405331069162727,0.15609001573221168,176557609,77.06185615516145,35.46666666667443,309.4561776205162,350.34728334207466,24.47860498321009,7.705652162417042,0.4727292332470608,289.89602173806634,605089.8960217381,5.910082907008473,110622,113461,0.025021813662844502,2839,0.18290674603174603,
91,91,std-0.68,6,ok,static-wrr,False,logs/sweep-20260313-061711/run_logs/run-sweep-static-wrr-std-0.68-case0091-20260313-061756,81.19593589836,35.488888888881775,317.55105854767316,350.8484391975942,,4.5,32703,0.049200379170106716,1609,90757,0.02330398757120663,2115,49627421,141476551,31094,133.03416065680574,62.00409390905406,334.63240680094316,359.2861521466478,88642,63.01203029335208,35.46666666667443,261.64725458834727,334.45873010624166,45379,0.012604949425945922,572,47347,0.04160770481762308,1970,27619,0.04152938194721025,1147,3115,0.011235955056179775,35,44807,37.32720530239575,22.400000000023283,132.29736836574446,266.75266844642533,45377,93.37060576125661,35.488888888881775,324.5481395104201,333.68331731950514,26472,116.85193092540698,60.800000000046566,346.26878943500753,358.0764706396894,3080,233.5630518362569,212.79999999998836,450.3482287304883,498.7098271279264,0.4146895599929134,0.6649449615455068,0.6649968333395287,0.27080235675159353,70.02213036345366,35.01106518172683,196.23584653386115,71.50189354900506,0.3941944765879352,0.16895315647575326,191103972,81.19593589836,35.488888888881775,317.55105854767316,350.8484391975942,27.31326745504617,8.63542847885955,0.5038584279073857,293.8230336185079,605093.8230336185,6.489594851009315,119736,123460,0.030163615745990604,3724,0.19797619047619047,
